@relation project-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute SalaryUSD {Low,High,High-Mid,Low-Mid}
@attribute Country {Sweden,USA,UK,Pakistan,Paraguay,India,Serbia-and-Montenegro,Germany,Canada,Dominican-Republic,Slovakia,Brazil,France,Poland,Romania,Ireland,South-Africa,Portugal,CostaRica,Israel,Argentina,Peru,Australia,Venezuela,Spain,Belgium,Malaysia,Netherlands,Russia,Italy,Finland,Turkey,Austria,New-Zealand,Honduras,UAE,Guernsey,Norway,Luxembourg,PuertoRico,Guatemala,Greece,Denmark,Lithuania,Ukraine,Philippines,Hungary,Estonia,Caymans,Croatia,Indonesia,Thailand,Switzerland,Slovenia,Bosnia,Cyprus,Bulgaria,Singapore,Colombia,Chile,Iceland,Macedonia,Jersey,Latvia,CzechRepublic,Mexico,Bangladesh,China,Iran,Qatar,Ecuador,Uruguay,SaudiArabia,Vanuatu,Taiwan,Maldives,Armenia,Swaziland,Georgia,HK,Syria,Bahrain,Moldova,Nicaragua,Jamaica,Malta,Jordan,Uganda,Belarus,Nepal,Ghana,ElSalvador,Albania,Bolivia,Vietnam,Bermuda,Kenya}
@attribute PrimaryDatabase {M,P,A,MA,O,MS,RDS,MDB,DB2,SQLI,C,SAP,T,E}
@attribute YearsWithThisDatabase numeric
@attribute EmploymentStatus {E,EC,IC,P,I}
@attribute JobTitle {D,DBAP,DBAG,M,DA,DT,A,DBAD,E,AN,DS,DBA,PDE,DO,T,DBS,C,SA,S,DBABI,SRC,AC}
@attribute ManageStaff {Y,N}
@attribute YearsWithThisTypeOfJob numeric
@attribute HowManyCompanies numeric
@attribute OtherPeopleOnYourTeam numeric
@attribute EmploymentSector {PB,E,SG,LG,NP,FG,S}
@attribute CareerPlansThisYear {S,C,SR,SE}
@attribute Gender {M,F,NB}
@attribute DatabaseServers numeric
@attribute Education {'Bachelors (4 years)','None (no degree completed)',Masters,'Associates (2 years)',Doctorate/PhD}
@attribute Certifications {N,YesValid,YesExpired}
@attribute HoursWorkedPerWeek numeric
@attribute TelecommuteDaysPerWeek {zero,five,four,one,three,two}

@data
Low-Mid,USA,M,7,E,DBA,N,3,2.371205,0,PB,S,M,15,'Bachelors (4 years)',N,40,zero
High,USA,M,20,E,DBA,N,19,2.371205,1,PB,S,M,300,'Bachelors (4 years)',YesValid,50,two
Low-Mid,USA,M,15,E,D,N,15,2.371205,0,PB,S,M,15,'Bachelors (4 years)',N,40,two
High,USA,M,20,E,DBA,N,25,2.371205,6,PB,S,M,80,'Associates (2 years)',YesExpired,50,zero
High-Mid,USA,M,12,E,DBA,N,10,2.371205,1,PB,S,M,175,'Bachelors (4 years)',YesValid,50,one
High-Mid,USA,M,8,E,DBA,N,6,2.371205,2,PB,S,M,100,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,USA,M,12,E,D,N,1,2.371205,0,PB,S,M,8,'Bachelors (4 years)',N,45,five
Low-Mid,New-Zealand,M,11,E,DBA,N,33,2.371205,0,PB,S,M,105,'None (no degree completed)',N,40,zero
Low-Mid,USA,M,7,E,D,N,1,2.371205,2,PB,S,M,30,'Bachelors (4 years)',N,45,five
High,USA,M,15,I,DA,N,35,2.371205,0,PB,S,M,6,'None (no degree completed)',YesExpired,40,one
Low-Mid,USA,M,10,EC,DBA,N,14,2.371205,5,PB,S,M,1000,'Bachelors (4 years)',N,45,four
Low-Mid,Canada,M,2,E,M,Y,1,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,20,E,DBA,N,32,2.371205,5,SG,S,M,500,'Associates (2 years)',N,40,zero
High-Mid,Ireland,M,12,E,A,N,2,2.371205,0,PB,S,M,6,'Associates (2 years)',YesExpired,37,two
High,USA,M,20,E,M,Y,1,2.371205,0,PB,S,M,20,'Bachelors (4 years)',YesExpired,50,zero
High-Mid,USA,M,25,E,DBA,N,8,2.371205,0,PB,S,M,25,'Bachelors (4 years)',N,45,five
High,USA,M,8,E,DBA,N,20,2.371205,1,PB,S,M,10,'Bachelors (4 years)',YesExpired,40,zero
Low,CzechRepublic,M,6,E,AN,N,10,2.371205,1,PB,S,M,10,Masters,N,42,zero
Low-Mid,Netherlands,M,6,E,DBA,N,16,2.371205,2,PB,S,M,40,'Bachelors (4 years)',YesValid,50,zero
High-Mid,USA,O,3,E,DBA,N,3,2.371205,2,PB,S,M,350,'Bachelors (4 years)',N,40,zero
Low,UK,M,3,E,D,N,2,2.371205,4,PB,S,M,10,'None (no degree completed)',N,40,one
Low,Croatia,M,15,E,DT,N,10,2.371205,1,PB,S,M,10,'Bachelors (4 years)',N,40,zero
High,USA,M,17,E,DBA,N,3,2.371205,2,PB,S,M,300,'Bachelors (4 years)',YesValid,40,five
High-Mid,USA,M,5,E,M,Y,3,2.371205,0,PB,S,M,4,Masters,YesValid,55,zero
High-Mid,USA,M,20,E,DBA,N,27,2.371205,6,PB,S,M,146,'Bachelors (4 years)',YesValid,46,one
High-Mid,USA,M,8,E,DBA,N,8,2.371205,1,PB,S,M,100,'None (no degree completed)',YesExpired,50,five
Low-Mid,USA,M,4,E,DA,N,4,2.371205,4,PB,S,M,8,'Bachelors (4 years)',N,40,zero
High,USA,M,10,E,DBA,N,10,2.371205,4,PB,S,M,300,Doctorate/PhD,YesValid,50,two
High-Mid,USA,M,15,E,DBA,N,6,2.371205,0,PB,S,M,7,Masters,N,40,one
Low-Mid,USA,M,3,E,DA,N,3,2.371205,1,PB,S,M,12,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,Canada,M,13,E,E,N,2,2.371205,1,PB,S,M,7,Masters,YesExpired,40,zero
High-Mid,UK,M,17,I,DBA,N,17,2.371205,4,LG,S,M,100,'None (no degree completed)',YesValid,40,zero
High,USA,M,8,E,DBA,N,8,2.371205,1,PB,S,M,20,Masters,YesExpired,42,zero
High,USA,M,5,E,E,Y,5,2.371205,6,PB,S,M,2000,'Bachelors (4 years)',YesValid,68,zero
High,USA,M,17,E,DBA,N,7,2.371205,0,PB,S,M,10,'None (no degree completed)',YesExpired,40,two
High,USA,M,1,E,D,N,15,2.371205,0,PB,S,M,15,Masters,YesExpired,45,four
Low,USA,M,2,E,DBA,N,2,2.371205,4,PB,S,M,109,'None (no degree completed)',N,45,zero
Low,South-Africa,M,20,E,DT,N,12,2.371205,1,PB,S,M,50,'Bachelors (4 years)',YesExpired,60,five
High-Mid,USA,M,11,E,DBA,N,10,2.371205,0,PB,S,M,4,'Bachelors (4 years)',N,40,zero
High,USA,M,26,I,A,Y,26,2.371205,0,PB,S,M,100,Masters,YesExpired,35,five
Low,USA,M,2,E,DBAG,N,2,2.371205,0,PB,S,M,82,'Associates (2 years)',N,50,zero
High,USA,M,23,EC,DT,N,11,2.371205,6,FG,S,M,20,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,6,E,DT,Y,4,2.371205,6,PB,S,M,2,'Bachelors (4 years)',YesExpired,50,two
Low-Mid,USA,M,10,E,AN,N,29,2.371205,2,LG,S,M,3,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,17,E,DA,N,20,2.371205,6,PB,S,M,5,'None (no degree completed)',N,40,zero
Low-Mid,USA,M,20,E,DBA,N,23,2.371205,2,LG,S,M,8,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,20,E,DBA,Y,12,2.371205,1,PB,S,M,15,Masters,N,50,zero
Low,USA,M,10,E,DBA,N,10,2.371205,1,SG,S,M,25,Masters,YesValid,40,zero
High-Mid,Jersey,M,12,I,E,N,6,2.371205,0,PB,S,M,100,'None (no degree completed)',YesValid,25,one
Low-Mid,USA,M,8,E,DT,N,11,2.371205,1,PB,S,M,4,'Bachelors (4 years)',N,40,zero
Low,USA,M,12,E,DBA,N,5,2.371205,0,PB,S,M,15,'Bachelors (4 years)',N,45,zero
High-Mid,USA,M,13,EC,DBA,N,1,2.371205,2,PB,S,M,175,'Bachelors (4 years)',N,50,zero
High,Denmark,M,10,I,DBA,N,10,2.371205,0,FG,S,M,50,Masters,YesExpired,35,zero
High,USA,M,16,E,DBA,N,1,2.371205,0,PB,S,M,22,Masters,YesExpired,40,zero
High,USA,M,23,E,DT,Y,23,2.371205,0,SG,S,M,6,'Bachelors (4 years)',N,50,zero
High,USA,M,10,E,DBA,N,1,2.371205,0,PB,S,M,15,'Bachelors (4 years)',N,40,one
Low,UK,M,4,E,D,N,4,2.371205,6,FG,S,M,7,'None (no degree completed)',YesValid,40,zero
Low,USA,M,4,E,DA,Y,4,2.371205,2,PB,S,M,1,'Associates (2 years)',N,60,two
High-Mid,USA,M,10,E,DBA,Y,8,2.371205,0,PB,S,M,4,'Bachelors (4 years)',N,45,zero
High-Mid,USA,T,1,E,AN,N,5,2.371205,4,PB,S,M,2,'Bachelors (4 years)',N,45,zero
High,USA,M,6,E,A,N,3,2.371205,2,PB,S,M,15,'Bachelors (4 years)',YesValid,45,two
High,USA,M,15,E,E,N,2,2.371205,2,FG,S,M,40,'Bachelors (4 years)',YesValid,30,five
Low,New-Zealand,M,8,E,DBA,N,3,2.371205,1,LG,S,M,30,'None (no degree completed)',N,45,zero
Low-Mid,USA,M,17,E,DA,N,15,2.371205,3,PB,S,M,4,'Bachelors (4 years)',YesExpired,45,zero
Low,Poland,P,1,E,DA,N,3,2.371205,3,PB,S,M,1,Masters,N,40,zero
Low,USA,M,1,E,DT,N,1,2.371205,2,PB,S,M,8,'Bachelors (4 years)',N,45,zero
Low-Mid,USA,M,4,E,DBA,Y,2,2.371205,1,PB,S,M,25,'Bachelors (4 years)',N,50,zero
Low-Mid,Finland,M,12,E,DBA,N,3,2.371205,1,PB,S,M,60,'None (no degree completed)',YesExpired,40,two
Low-Mid,USA,M,8,E,DT,N,11,2.371205,1,PB,S,M,100,'Bachelors (4 years)',N,45,zero
High,USA,M,6,E,DA,N,6,2.371205,5,PB,S,M,0,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,17,E,E,N,17,2.371205,0,PB,S,M,4,'None (no degree completed)',YesExpired,45,zero
Low-Mid,USA,M,18,EC,DA,Y,8,2.371205,4,PB,S,M,25,'Associates (2 years)',N,50,zero
High,USA,M,16,E,DBA,N,15,2.371205,1,PB,S,M,40,Masters,YesValid,40,five
High,USA,M,11,E,DBA,N,2,2.371205,3,PB,S,M,500,'Bachelors (4 years)',N,40,one
Low,Canada,M,9,E,DT,N,9,2.371205,0,SG,S,M,21,'Associates (2 years)',YesValid,40,zero
High,USA,M,10,E,D,N,19,2.371205,0,PB,S,M,3,'Associates (2 years)',N,40,one
High-Mid,USA,M,6,E,M,Y,6,2.371205,0,PB,S,M,40,'Bachelors (4 years)',N,50,zero
Low-Mid,South-Africa,M,10,E,DT,N,10,2.371205,2,PB,S,M,4,'Bachelors (4 years)',N,60,zero
High-Mid,USA,M,15,E,A,N,1,2.371205,0,PB,S,M,800,'Bachelors (4 years)',N,40,two
High-Mid,USA,M,7,E,DT,Y,7,2.371205,0,PB,S,M,20,'None (no degree completed)',N,45,zero
High-Mid,USA,M,11,E,A,N,9,2.371205,3,PB,S,M,3,'Bachelors (4 years)',N,40,five
Low-Mid,USA,M,9,E,DBA,Y,2,2.371205,0,SG,S,M,15,'Bachelors (4 years)',N,38,zero
Low-Mid,USA,M,7,E,DBA,N,6,2.371205,1,PB,S,M,50,Masters,YesValid,45,zero
High-Mid,USA,M,12,E,DBA,N,21,2.371205,6,PB,S,M,180,'Bachelors (4 years)',N,42,zero
High,Norway,M,15,EC,D,N,10,2.371205,2,PB,S,M,20,Masters,YesValid,50,zero
High,USA,M,17,E,DBA,N,17,2.371205,6,PB,S,M,290,'Associates (2 years)',YesExpired,60,two
Low-Mid,USA,M,2,E,DBA,N,26,2.371205,2,PB,S,M,40,'Bachelors (4 years)',N,38,zero
Low-Mid,New-Zealand,M,7,E,DT,N,15,2.371205,3,SG,S,M,3,'None (no degree completed)',N,40,zero
High,USA,M,10,E,DBA,N,10,2.371205,0,PB,S,M,10,Masters,N,40,zero
Low-Mid,USA,M,15,E,D,N,15,2.371205,0,PB,S,M,4,'Bachelors (4 years)',N,45,zero
High,USA,M,19,E,DT,N,15,2.371205,6,PB,S,M,6,'Bachelors (4 years)',N,40,one
High-Mid,USA,M,10,E,DT,Y,10,2.371205,1,PB,S,M,10,'Associates (2 years)',N,40,zero
High,USA,M,11,E,DBA,Y,6,2.371205,5,PB,S,M,120,'Bachelors (4 years)',YesExpired,50,zero
High-Mid,USA,M,18,E,D,Y,5,2.371205,0,PB,S,M,25,'Bachelors (4 years)',N,40,zero
Low,UK,M,3,E,D,N,1,2.371205,1,PB,S,M,3,'Bachelors (4 years)',N,37,zero
High-Mid,Australia,M,23,E,M,Y,10,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesValid,45,zero
High,USA,M,16,E,DBA,N,16,2.371205,0,PB,S,M,10,'Bachelors (4 years)',N,50,one
High-Mid,USA,M,13,E,DT,N,8,2.371205,0,PB,S,M,6,'Associates (2 years)',YesExpired,40,zero
Low,USA,M,6,E,DT,N,5,2.371205,0,PB,S,M,40,'Bachelors (4 years)',YesValid,50,five
Low,Canada,M,10,E,M,Y,4,2.371205,0,PB,S,M,3,'Associates (2 years)',YesValid,55,three
High-Mid,USA,M,5,E,DBA,N,5,2.371205,1,PB,S,M,27,'Bachelors (4 years)',YesExpired,38,one
High,USA,M,12,E,DBA,N,7,2.371205,0,PB,S,M,1500,'Bachelors (4 years)',N,40,five
High-Mid,USA,M,10,E,DT,Y,1,2.371205,1,PB,S,M,8,'Bachelors (4 years)',YesExpired,60,zero
High,USA,M,15,E,D,N,4,2.371205,1,PB,S,M,3,Masters,YesValid,40,three
Low-Mid,Canada,M,8,EC,DBA,N,9,2.371205,0,PB,S,M,200,'Bachelors (4 years)',N,35,zero
High-Mid,UK,M,14,E,DBA,N,1,2.371205,2,PB,S,M,50,'None (no degree completed)',YesExpired,35,zero
High,USA,O,19,E,DBA,N,19,2.371205,0,PB,S,M,25,'Bachelors (4 years)',YesValid,40,one
Low,Mexico,M,13,E,DBA,N,2,2.371205,0,PB,S,M,60,'Bachelors (4 years)',YesValid,48,zero
Low-Mid,Austria,M,6,E,D,N,4,2.371205,0,PB,S,M,12,Masters,N,50,zero
Low,UK,M,6,E,DA,N,3,2.371205,2,PB,S,M,7,'Bachelors (4 years)',YesValid,38,zero
High,USA,M,18,E,E,N,16,2.371205,1,PB,S,M,65,Masters,YesExpired,40,five
High-Mid,USA,M,7,E,DBA,Y,3,2.371205,3,PB,S,M,100,Masters,YesValid,45,zero
High,New-Zealand,M,19,I,DBA,N,9,2.371205,0,PB,S,M,40,'Bachelors (4 years)',YesExpired,35,one
Low-Mid,USA,M,5,E,DBA,N,5,2.371205,2,LG,S,M,500,Masters,N,50,zero
Low-Mid,USA,M,10,E,DBA,Y,10,2.371205,2,PB,S,M,50,'Associates (2 years)',YesExpired,55,zero
High-Mid,USA,M,18,E,DBA,N,3,2.371205,0,PB,S,M,25,Masters,YesExpired,45,one
Low-Mid,USA,M,5,E,DBA,N,1,2.371205,0,PB,S,M,60,'Associates (2 years)',N,40,five
High-Mid,USA,M,6,E,DBA,N,1,2.371205,0,PB,S,M,5,'Bachelors (4 years)',YesValid,40,zero
High,USA,M,16,E,DBA,N,33,2.371205,1,PB,S,M,120,'Bachelors (4 years)',YesExpired,55,two
Low-Mid,USA,M,10,E,DBA,N,20,2.371205,6,PB,S,M,500,'Bachelors (4 years)',YesExpired,44,five
Low-Mid,USA,M,13,E,DBA,N,13,2.371205,0,S,S,M,5,'Bachelors (4 years)',N,40,five
Low-Mid,USA,M,11,E,E,N,4,2.371205,2,PB,S,M,25,'Associates (2 years)',YesValid,50,one
High-Mid,USA,M,6,E,DBA,Y,1,2.371205,0,PB,S,M,8,'None (no degree completed)',YesExpired,45,zero
Low,Poland,M,2,E,E,N,2,2.371205,0,PB,S,M,20,Masters,YesValid,40,one
Low,Mexico,A,3,EC,DT,N,1,2.371205,4,PB,S,M,3,'Bachelors (4 years)',N,35,one
High,USA,M,20,E,DBA,N,20,2.371205,5,PB,S,M,200,'Associates (2 years)',N,45,five
High-Mid,USA,M,11,E,DBA,N,4,2.371205,4,PB,S,M,348,'Bachelors (4 years)',N,45,one
Low-Mid,USA,M,20,E,DBA,Y,17,2.371205,1,PB,S,M,27,'Bachelors (4 years)',YesExpired,50,zero
High,USA,M,20,EC,DT,Y,2,2.371205,5,PB,S,M,50,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,Australia,M,15,E,DBA,N,10,2.371205,0,PB,S,M,10,'Bachelors (4 years)',N,40,zero
Low-Mid,USA,M,8,E,DBA,N,1,2.371205,3,PB,S,M,30,'Bachelors (4 years)',N,35,one
Low-Mid,New-Zealand,M,12,E,DBA,N,2,2.371205,4,PB,S,M,200,'None (no degree completed)',YesValid,40,zero
Low,USA,M,7,E,DT,N,10,2.371205,1,PB,S,M,5,'None (no degree completed)',N,47,zero
High-Mid,USA,M,13,E,DT,N,11,2.371205,2,PB,S,M,100,'Bachelors (4 years)',N,40,five
Low-Mid,USA,M,12,E,DBA,N,12,2.371205,0,PB,S,M,257,'Associates (2 years)',YesExpired,50,two
High-Mid,USA,M,20,E,DBA,N,10,2.371205,5,PB,S,M,165,Masters,N,55,five
Low-Mid,Finland,M,6,E,A,N,6,2.371205,0,PB,S,M,100,Masters,YesValid,40,one
Low-Mid,USA,M,6,E,DBA,N,6,2.371205,0,SG,S,M,8,'Bachelors (4 years)',N,40,zero
Low-Mid,UK,M,10,E,DBA,Y,6,2.371205,2,PB,S,M,10,'Bachelors (4 years)',N,50,one
High,USA,M,17,E,DBA,Y,15,2.371205,0,PB,S,M,7,Masters,YesValid,45,zero
High-Mid,USA,M,15,EC,DBA,Y,2,2.371205,0,FG,S,M,90,Masters,YesValid,40,zero
High-Mid,USA,M,18,E,DBA,N,12,2.371205,0,PB,S,M,130,'Bachelors (4 years)',YesExpired,40,one
High-Mid,USA,M,18,E,DBA,N,10,2.371205,0,PB,S,M,98,'Associates (2 years)',N,45,five
High-Mid,USA,M,10,E,DBA,N,1,2.371205,0,PB,S,M,3,Masters,YesExpired,40,five
Low-Mid,USA,M,10,E,DA,N,10,2.371205,0,PB,S,M,100,Masters,N,50,five
High-Mid,USA,M,15,EC,D,Y,1,2.371205,3,PB,S,M,100,'Bachelors (4 years)',N,50,five
Low-Mid,Canada,M,15,E,DT,Y,2,2.371205,0,PB,S,M,6,Doctorate/PhD,N,50,one
Low,Poland,M,6,E,DBA,N,6,2.371205,4,PB,S,M,200,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,7,E,D,N,14,2.371205,2,PB,S,M,20,'Bachelors (4 years)',N,40,one
High,USA,M,17,E,M,Y,3,2.371205,0,PB,S,M,7,Masters,YesValid,60,five
Low-Mid,Uganda,M,4,E,AN,N,4,2.371205,0,LG,S,M,87,'Bachelors (4 years)',YesValid,45,zero
Low-Mid,Australia,M,18,E,DBA,Y,8,2.371205,5,SG,S,M,100,'Bachelors (4 years)',N,40,zero
Low-Mid,New-Zealand,M,16,E,DBA,N,1,2.371205,0,PB,S,M,20,'None (no degree completed)',YesExpired,50,zero
High,USA,M,26,E,DBA,N,19,2.371205,0,PB,S,M,7,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,Australia,M,17,E,DBA,N,15,2.371205,0,PB,S,M,40,Masters,YesValid,48,one
Low-Mid,USA,M,15,E,DA,N,2,2.371205,4,PB,S,M,4,'Bachelors (4 years)',YesExpired,42,zero
High-Mid,USA,M,15,E,DBA,N,9,2.371205,1,PB,S,M,90,'Bachelors (4 years)',N,45,zero
Low-Mid,Australia,M,4,E,DS,N,3,2.371205,1,PB,S,M,10,Masters,YesExpired,50,zero
Low,Russia,M,5,E,A,Y,5,2.371205,1,SG,S,M,2,Masters,YesExpired,45,zero
High-Mid,USA,M,5,EC,D,N,5,2.371205,6,PB,S,M,2,'Bachelors (4 years)',YesValid,50,two
High-Mid,Australia,M,20,E,DBA,N,20,2.371205,0,PB,S,M,50,'Bachelors (4 years)',N,40,one
High-Mid,UK,M,20,I,DBA,N,5,2.371205,0,PB,S,M,40,'Bachelors (4 years)',N,35,two
High,USA,M,15,E,A,Y,10,2.371205,0,PB,S,M,25,'None (no degree completed)',YesValid,55,two
High,USA,M,18,E,DBA,N,12,2.371205,3,PB,S,M,90,Masters,YesExpired,50,one
High,USA,M,16,E,DBA,N,16,2.371205,3,PB,S,M,15,Masters,YesExpired,40,zero
Low,USA,M,5,E,DBA,N,1,2.371205,2,PB,S,M,10,Masters,YesValid,40,zero
High-Mid,Australia,M,8,EC,D,Y,1,2.371205,3,PB,S,M,500,'Bachelors (4 years)',YesValid,40,two
Low-Mid,USA,M,3,E,DBA,N,3,2.371205,0,PB,S,M,5,'Bachelors (4 years)',N,45,five
High-Mid,New-Zealand,M,18,E,DBAG,Y,10,2.371205,0,PB,S,M,32,'None (no degree completed)',YesValid,40,one
High,USA,M,20,E,A,N,4,2.371205,0,PB,S,M,5,'None (no degree completed)',N,45,five
Low,Hungary,M,10,E,DBA,N,1,2.371205,3,SG,S,M,100,'Bachelors (4 years)',YesValid,44,zero
Low,Netherlands,M,7,E,E,N,8,2.371205,1,PB,S,M,30,'Bachelors (4 years)',YesValid,40,zero
Low-Mid,Australia,M,15,E,DBA,N,11,2.371205,1,PB,S,M,100,'None (no degree completed)',YesExpired,50,five
High,USA,M,20,E,DBA,Y,18,2.371205,3,PB,S,M,100,Masters,YesValid,50,three
High,USA,M,20,E,DBA,N,20,2.371205,0,PB,S,M,20,'Bachelors (4 years)',YesExpired,40,one
High-Mid,USA,M,6,E,M,Y,2,2.371205,6,PB,S,M,20,'Bachelors (4 years)',N,55,four
High-Mid,USA,M,12,E,DA,Y,7,2.371205,4,PB,S,M,5,'Bachelors (4 years)',N,40,two
Low-Mid,Canada,M,18,E,DBA,N,10,2.371205,0,PB,S,M,50,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,New-Zealand,M,12,E,DT,N,7,2.371205,0,PB,S,M,80,'Bachelors (4 years)',N,40,zero
Low,USA,M,10,E,DBA,N,4,2.371205,1,SG,S,M,200,'Bachelors (4 years)',N,50,zero
High-Mid,USA,M,17,E,DBA,Y,6,2.371205,1,PB,S,M,20,'Associates (2 years)',N,40,two
Low-Mid,Australia,M,12,E,DBA,N,12,2.371205,0,PB,S,M,10,Masters,N,40,zero
High,USA,M,4,E,DBA,N,4,2.371205,2,PB,S,M,160,Masters,YesValid,50,zero
High,USA,M,10,E,DBA,N,25,2.371205,0,PB,S,M,20,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,20,E,DT,N,20,2.371205,6,PB,S,M,10,'Bachelors (4 years)',YesValid,45,five
Low,Argentina,M,2,EC,DBA,N,2,2.371205,1,PB,S,M,8,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,15,E,DBA,N,1,2.371205,0,PB,S,M,30,'Bachelors (4 years)',YesValid,40,zero
Low,USA,M,1,E,DBA,N,0,2.371205,1,PB,S,M,20,'Associates (2 years)',N,40,zero
High-Mid,USA,M,20,E,DBA,N,13,2.371205,0,PB,S,M,12,'Bachelors (4 years)',YesValid,42,one
High-Mid,USA,M,5,E,DT,N,2,2.371205,4,PB,S,M,50,Masters,YesValid,48,zero
High-Mid,USA,M,9,E,DBA,N,9,2.371205,2,PB,S,M,160,'Associates (2 years)',YesExpired,50,three
Low,Canada,M,10,E,DBA,N,10,2.371205,0,PB,S,M,16,'Bachelors (4 years)',YesExpired,40,zero
Low-Mid,New-Zealand,M,7,E,DBA,N,5,2.371205,6,PB,S,M,500,Masters,YesExpired,40,zero
Low,Spain,M,10,E,DT,N,2,2.371205,0,PB,S,M,10,'Bachelors (4 years)',YesValid,40,zero
High-Mid,USA,M,15,E,DBA,Y,10,2.371205,6,PB,S,M,500,Masters,YesValid,50,four
High-Mid,USA,M,8,E,DBA,N,18,2.371205,4,SG,S,M,150,'Bachelors (4 years)',N,40,zero
High-Mid,USA,M,12,E,A,Y,7,2.371205,0,PB,S,M,75,Masters,N,45,zero
Low-Mid,USA,M,3,E,DBA,N,2,2.371205,0,PB,S,M,10,'Associates (2 years)',N,45,zero
Low-Mid,USA,M,6,E,D,N,6,2.371205,0,SG,S,M,5,'Associates (2 years)',N,40,zero
High,USA,M,16,E,A,N,3,2.371205,0,PB,S,M,4,Masters,N,40,zero
High,USA,M,15,E,DBA,N,3,2.371205,2,LG,S,M,40,'Bachelors (4 years)',YesExpired,45,two
High,USA,M,18,E,A,N,5,2.371205,0,PB,S,M,12,'Bachelors (4 years)',N,50,two
High,USA,M,12,E,DBA,N,3,2.371205,6,SG,S,M,100,Masters,YesValid,40,zero
High-Mid,USA,M,4,E,DBA,N,18,2.371205,2,PB,S,M,20,'Bachelors (4 years)',YesValid,40,four
Low-Mid,Australia,M,10,E,DBA,N,10,2.371205,3,PB,S,M,20,'None (no degree completed)',N,45,five
Low-Mid,UK,M,15,E,D,Y,3,2.371205,0,PB,S,M,6,'Bachelors (4 years)',YesValid,38,zero
High,USA,M,8,I,D,N,5,2.371205,1,PB,S,M,2,'Bachelors (4 years)',YesExpired,45,four
Low,Poland,M,6,E,AN,Y,4,2.371205,0,PB,S,M,20,Masters,YesValid,40,two
High,USA,M,20,EC,A,N,15,2.371205,5,PB,S,M,20,'Bachelors (4 years)',YesExpired,40,five
Low-Mid,USA,M,3,E,D,N,1,2.371205,0,PB,S,M,4,'Associates (2 years)',N,42,five
Low-Mid,USA,M,15,E,DBA,N,15,2.371205,0,SG,S,M,40,'Bachelors (4 years)',YesExpired,45,zero
High-Mid,USA,M,14,E,DBA,N,4,2.371205,0,SG,S,M,20,'Bachelors (4 years)',N,40,zero
Low,Australia,M,15,E,DBA,N,5,2.371205,1,LG,S,M,5,'Bachelors (4 years)',N,38,zero
Low-Mid,USA,M,2,E,DBA,N,2,2.371205,6,PB,S,M,100,'Bachelors (4 years)',N,45,zero
High-Mid,USA,M,13,E,DT,N,1,2.371205,0,PB,S,M,3,'Bachelors (4 years)',N,40,one
Low-Mid,USA,M,18,E,DBA,N,18,2.371205,2,PB,S,M,30,'Bachelors (4 years)',YesExpired,50,zero
Low-Mid,USA,M,4,E,DBA,N,2,2.371205,6,PB,S,M,50,'Bachelors (4 years)',YesValid,40,zero
Low,Romania,M,5,E,DBA,N,3,2.371205,0,PB,S,M,4,Masters,YesValid,40,zero
Low-Mid,Australia,M,7,E,DBA,Y,7,2.371205,0,LG,S,M,15,'Bachelors (4 years)',N,44,zero
High-Mid,Australia,M,9,E,DBA,Y,3,2.371205,4,PB,S,M,20,Masters,YesValid,50,zero
Low-Mid,Australia,M,10,EC,A,N,1,2.371205,6,PB,S,M,5000,'Associates (2 years)',YesValid,40,zero
Low,Greece,M,12,E,DBA,Y,4,2.371205,6,PB,S,M,3000,Masters,N,45,zero
Low,USA,M,1,E,DBA,N,1,2.371205,1,PB,S,M,30,'None (no degree completed)',YesExpired,45,zero
Low-Mid,Australia,M,5,E,DBA,N,15,2.371205,2,S,S,M,30,'Bachelors (4 years)',YesExpired,37,zero
Low,Sweden,M,10,EC,DBA,N,2,2.371205,4,PB,S,M,50,'Associates (2 years)',YesExpired,40,two
High-Mid,Australia,M,10,E,DBA,Y,6,2.371205,1,FG,S,M,10,Masters,YesValid,40,zero
High,USA,M,12,E,DT,Y,8,2.371205,0,PB,S,M,8,'Bachelors (4 years)',N,42,zero
Low,Canada,M,5,E,D,N,8,2.371205,0,PB,S,M,25,'Bachelors (4 years)',N,40,zero
High,USA,M,20,E,A,Y,20,2.371205,0,PB,S,M,15,'Bachelors (4 years)',N,50,two
Low,Canada,M,5,E,DBA,N,9,2.371205,0,PB,S,M,70,'None (no degree completed)',YesValid,41,zero
